ASMFilter.dll;1;2560;1440;41762;
CPPFilter.dll;1;2560;1440;54854;
ASMFilter.dll;1;2560;1440;41831;
CPPFilter.dll;1;2560;1440;59233;
CPPFilter.dll;1;2560;1440;53603;
CPPFilter.dll;1;2560;1440;51722;
CPPFilter.dll;1;2560;1440;51229;
CPPFilter.dll;1;2560;1440;51973;
ASMFilter.dll;1;2560;1440;29039;
ASMFilter.dll;1;2560;1440;23422;
ASMFilter.dll;1;2560;1440;30978;
ASMFilter.dll;1;2560;1440;31285;
ASMFilter.dll;1;2560;1440;30650;
ASMFilter.dll;1;2560;1440;29862;
ASMFilter.dll;1;2560;1440;30095;
ASMFilter.dll;1;2560;1440;302861;
ASMFilter.dll;1;2560;1440;32910;
ASMFilter.dll;1;2560;1440;32166;
ASMFilter.dll;1;2560;1440;33740;
ASMFilter.dll;1;2560;1440;31069;
ASMFilter.dll;1;2560;1440;33974;
ASMFilter.dll;1;2560;1440;31542;
ASMFilter.dll;1;2560;1440;41848;
ASMFilter.dll;1;2560;1440;42932;
ASMFilter.dll;1;2560;1440;38969;
ASMFilter.dll;1;2560;1440;41492;
ASMFilter.dll;1;2560;1440;31970;
ASMFilter.dll;1;2560;1440;31911;
CPPFilter.dll;1;2560;1440;55983;
CPPFilter.dll;1;2560;1440;53829;
CPPFilter.dll;1;2560;1440;55577;
CPPFilter.dll;1;2560;1440;53019;
ASMFilter.dll;1;2560;1440;52983;
ASMFilter.dll;20;2560;1440;40600;
ASMFilter.dll;20;2560;1440;39149;
ASMFilter.dll;20;2560;1440;39103;
ASMFilter.dll;4;2560;1440;28980;
ASMFilter.dll;5;2560;1440;29682;
ASMFilter.dll;6;2560;1440;32917;
ASMFilter.dll;6;2560;1440;31804;
ASMFilter.dll;6;2560;1440;35216;
ASMFilter.dll;6;2560;1440;29521;
ASMFilter.dll;6;2560;1440;31124;
ASMFilter.dll;6;2560;1440;33224;
ASMFilter.dll;64;2560;1440;68664;
CPPFilter.dll;64;2560;1440;83954;
CPPFilter.dll;2;2560;1440;39492;
CPPFilter.dll;2;2560;1440;39082;
ASMFilter.dll;2;2560;1440;27506;
ASMFilter.dll;1;4000;6000;219074;
CPPFilter.dll;1;4000;6000;328872;
CPPFilter.dll;4;4000;6000;224456;
ASMFilter.dll;4;4000;6000;152202;
ASMFilter.dll;1;15360;8640;996924;
CPPFilter.dll;1;15360;8640;1725996;
ASMFilter.dll;4;15360;8640;765282;
CPPFilter.dll;4;15360;8640;969295;
ASMFilter.dll;1;15360;8640;3005796;
ASMFilter.dll;4;15360;8640;1584712;
ASMFilter.dll;4;2560;1440;28472;
ASMFilter.dll;39;2560;1440;58265;
ASMFilter.dll;4;15360;8640;1167921;
ASMFilter.dll;4;2560;1440;37989;
ASMFilter.dll;39;2560;1440;70296;
ASMFilter.dll;39;2560;1440;17258728;
ASMFilter.dll;4;15360;8640;1291402;
ASMFilter.dll;4;15360;8640;995975;
ASMFilter.dll;4;15360;8640;893722;
ASMFilter.dll;4;15360;8640;795773;
ASMFilter.dll;4;15360;8640;746564;
ASMFilter.dll;4;15360;8640;427276;
ASMFilter.dll;4;15360;8640;417224;
ASMFilter.dll;4;15360;8640;765109;
ASMFilter.dll;4;15360;8640;426085;
ASMFilter.dll;4;15360;8640;413690;
ASMFilter.dll;4;15360;8640;411390;
ASMFilter.dll;4;15360;8640;790105;
ASMFilter.dll;4;15360;8640;435593;
ASMFilter.dll;4;15360;8640;407657;
ASMFilter.dll;4;15360;8640;751172;
ASMFilter.dll;4;15360;8640;746458;
ASMFilter.dll;4;2560;1440;89621;
ASMFilter.dll;4;2560;1440;106847;
ASMFilter.dll;4;2560;1440;31400;
ASMFilter.dll;4;2560;1440;26003;
ASMFilter.dll;4;2560;1440;25300;
CPPFilter.dll;4;2560;1440;32958;
CPPFilter.dll;4;2560;1440;39046;
CPPFilter.dll;4;2560;1440;32452;
CPPFilter.dll;4;2560;1440;31362;
CPPFilter.dll;4;2560;1440;31181;
ASMFilter.dll;4;2560;1440;23799;
ASMFilter.dll;4;2560;1440;26461;
ASMFilter.dll;4;2560;1440;25397;
ASMFilter.dll;4;2560;1440;28282;
ASMFilter.dll;4;2560;1440;28958;
ASMFilter.dll;4;2560;1440;27306;
ASMFilter.dll;4;2560;1440;26022;
ASMFilter.dll;4;2560;1440;25252;
ASMFilter.dll;4;2560;1440;26115;
ASMFilter.dll;4;2560;1440;14271;
ASMFilter.dll;4;2560;1440;7780;
ASMFilter.dll;4;2560;1440;8103;
ASMFilter.dll;4;2560;1440;5842;
ASMFilter.dll;4;2560;1440;8767;
CPPFilter.dll;4;2560;1440;19010;
CPPFilter.dll;4;2560;1440;13536;
CPPFilter.dll;4;2560;1440;13676;
CPPFilter.dll;4;2560;1440;15019;
CPPFilter.dll;4;2560;1440;24482;
CPPFilter.dll;4;2560;1440;14711;
CPPFilter.dll;4;2560;1440;14626;
CPPFilter.dll;4;2560;1440;18625;
CPPFilter.dll;4;2560;1440;16646;
CPPFilter.dll;4;2560;1440;28306;
ASMFilter.dll;4;2560;1440;24540;
ASMFilter.dll;4;2560;1440;156152;
ASMFilter.dll;4;2560;1440;8422;
ASMFilter.dll;4;2560;1440;8886;
ASMFilter.dll;4;2560;1440;7260;
ASMFilter.dll;4;2560;1440;7864;
ASMFilter.dll;4;2560;1440;6475;
ASMFilter.dll;4;2560;1440;8331;
ASMFilter.dll;4;2560;1440;10390;
ASMFilter.dll;4;2560;1440;17573;
ASMFilter.dll;4;2560;1440;8424;
ASMFilter.dll;4;2560;1440;7711;
ASMFilter.dll;4;2560;1440;7796;
ASMFilter.dll;4;2560;1440;6621;
ASMFilter.dll;4;2560;1440;7039;
ASMFilter.dll;4;2560;1440;7428;
ASMFilter.dll;4;2560;1440;13704;
ASMFilter.dll;4;2560;1440;9493;
ASMFilter.dll;4;2560;1440;8760;
ASMFilter.dll;4;2560;1440;9795;
ASMFilter.dll;4;2560;1440;9887;
ASMFilter.dll;4;2560;1440;8027;
ASMFilter.dll;4;2560;1440;7463;
ASMFilter.dll;4;2560;1440;7979;
ASMFilter.dll;4;2560;1440;7379;
ASMFilter.dll;4;2560;1440;9265;
ASMFilter.dll;4;2560;1440;7092;
ASMFilter.dll;4;2560;1440;7708;
ASMFilter.dll;4;2560;1440;7738;
ASMFilter.dll;4;2560;1440;8400;
CPPFilter.dll;4;2560;1440;19275;
CPPFilter.dll;4;2560;1440;13332;
CPPFilter.dll;4;2560;1440;15495;
CPPFilter.dll;4;2560;1440;14671;
CPPFilter.dll;4;2560;1440;12737;
CPPFilter.dll;4;2560;1440;19835;
CPPFilter.dll;4;2560;1440;19700;
CPPFilter.dll;4;2560;1440;13705;
CPPFilter.dll;4;2560;1440;13765;
CPPFilter.dll;4;2560;1440;18716;
CPPFilter.dll;4;2560;1440;14347;
CPPFilter.dll;4;2560;1440;17753;
CPPFilter.dll;4;2560;1440;19157;
CPPFilter.dll;4;2560;1440;13558;
CPPFilter.dll;4;2560;1440;18821;
ASMFilter.dll;4;2560;1440;13416;
ASMFilter.dll;4;2560;1440;12580;
ASMFilter.dll;1;2560;1440;6263427;
ASMFilter.dll;1;2560;1440;22315;
ASMFilter.dll;29;2560;1440;23410;
ASMFilter.dll;1;2560;1440;8220;
ASMFilter.dll;1;2560;1440;12382;
ASMFilter.dll;29;2560;1440;24175;
ASMFilter.dll;1;2560;1440;11897;
ASMFilter.dll;29;2560;1440;24738;
CPPFilter.dll;29;2560;1440;30107;
ASMFilter.dll;29;2560;1440;23386;
ASMFilter.dll;29;2560;1440;22895;
ASMFilter.dll;4;2560;1440;9306;
ASMFilter.dll;1;2560;1440;7350;
ASMFilter.dll;29;2560;1440;24987;
ASMFilter.dll;1;2560;1440;15782;
ASMFilter.dll;1;2560;1440;6952;
ASMFilter.dll;1;2558;1440;3484;
ASMFilter.dll;16;2558;1440;19536;
ASMFilter.dll;16;2558;1440;16451;
ASMFilter.dll;1;2558;1440;4753;
ASMFilter.dll;4;2558;1440;7132;
CPPFilter.dll;4;2558;1440;46092;
CPPFilter.dll;29;2558;1440;78934;
ASMFilter.dll;1;2560;1440;12044;
ASMFilter.dll;1;800;600;2289;
ASMFilter.dll;1;1920;1080;4848;
ASMFilter.dll;1;2560;1440;15551;
ASMFilter.dll;1;1920;1080;4964;
ASMFilter.dll;1;2560;1440;14484;
ASMFilter.dll;1;2558;1440;7065;
ASMFilter.dll;1;2560;1440;11789;
ASMFilter.dll;1;2558;1440;7107;
ASMFilter.dll;1;2560;1440;4507031;
ASMFilter.dll;1;2560;1440;6555486;
ASMFilter.dll;1;2560;1440;14299;
ASMFilter.dll;1;2560;1440;8230;
